系别	英雄	成员	战力	组别	
生化	二战美队	浑浑噩噩	5760	二组	
生化	电王	浑浑噩噩	6124	二组	
生化	浩克	浑浑噩噩	4064	二组	
生化	灰浩克	浑浑噩噩	3100	二组	
生化	卢克凯奇	浑浑噩噩	2658	二组	
生化	余波	浑浑噩噩	6575	二组	
生化	红浩克	浑浑噩噩	3025	二组	
生化	犀牛	浑浑噩噩	5010	二组	
生化	女浩克	浑浑噩噩		二组	
生化	女蜘蛛	浑浑噩噩	2804	二组	
生化	黑蜘蛛	浑浑噩噩	3162	二组	
生化	黄蜂	浑浑噩噩	4131	二组	
生化	蜘蛛侠	浑浑噩噩	3173	二组	
神秘	多满魔	浑浑噩噩		二组	
神秘	博士	浑浑噩噩	3050	二组	
神秘	巫医	浑浑噩噩	6477	二组	
神秘	恶灵	浑浑噩噩		二组	
神秘	断头台	浑浑噩噩	4324	二组	
神秘	hood	浑浑噩噩		二组	
神秘	铁拳	浑浑噩噩	5721	二组	
神秘	白铁拳	浑浑噩噩		二组	
神秘	红坦克	浑浑噩噩	3903	二组	
神秘	洛基	浑浑噩噩	3622	二组	
神秘	魔术女	浑浑噩噩	4214	二组	
神秘	莫度	浑浑噩噩	4528	二组	
神秘	女巫	浑浑噩噩	5486	二组	
神秘	女雷神	浑浑噩噩	3258	二组	
神秘	无敌钢人	浑浑噩噩	2962	二组	
变异	天使	浑浑噩噩	3151	二组	
变异	蓝兽	浑浑噩噩	4402	二组	
变异	电索	浑浑噩噩	3051	二组	
变异	钢人	浑浑噩噩	2754	二组	
变异	独眼龙	浑浑噩噩	3153	二组	
变异	独眼龙90s	浑浑噩噩	3258	二组	
变异	死侍	浑浑噩噩		二组	
变异	x死侍	浑浑噩噩	3388	二组	
变异	牌王	浑浑噩噩	3461	二组	
变异	冰人	浑浑噩噩		二组	
变异	万磁王	浑浑噩噩	3198	二组	
变异	白色万磁王	浑浑噩噩	3318	二组	
变异	夜行	浑浑噩噩	5390	二组	
变异	灵蝶	浑浑噩噩	3143	二组	
变异	小淘气	浑浑噩噩	6151	二组	
变异	暴风	浑浑噩噩	3990	二组	
变异	金刚狼	浑浑噩噩	5111	二组	
变异	老年金刚狼	浑浑噩噩	3071	二组	
变异	x23	浑浑噩噩	2908	二组	
宇宙	安吉拉	henengken		二组	
宇宙	黑蝠王	henengken	4032	二组	
宇宙	惊奇队长	henengken		二组	
宇宙	杀戮	henengken		二组	
宇宙	德拉克斯	henengken	5527	二组	
宇宙	卡莫拉	henengken	4237	二组	
宇宙	格鲁特	henengken	4056	二组	
宇宙	超人	henengken	5577	二组	
宇宙	黑妹	henengken		二组	
宇宙	king格鲁特	henengken		二组	
宇宙	惊奇小姐	henengken		二组	
宇宙	凤凰	henengken	6586	二组	
宇宙	罗南	henengken		二组	
宇宙	共生体	henengken		二组	
宇宙	究极钢铁侠	henengken	4352	二组	
宇宙	灭霸	henengken		二组	
宇宙	雷神	henengken	4311	二组	
宇宙	毒液	henengken	4075	二组	
宇宙	毒液死侍	henengken	4183	二组	
科技	内战勇士	henengken	3000	二组	
科技	霍华德	henengken		二组	
科技	浩克毁灭者	henengken	3227	二组	
科技	钢铁侠	henengken	4061	二组	
科技	钢铁爱国者	henengken	3213	二组	
科技	康	henengken		二组	
科技	星云	henengken		二组	
科技	punisher2099	henengken		二组	
科技	浣熊	henengken	6050	二组	
科技	科技蜘蛛	henengken		二组	
科技	星爵	henengken	7046	二组	
科技	影幻	henengken	4045	二组	
科技	奥创	henengken	4234	二组	
科技	漫幻	henengken		二组	
科技	秃鹰	henengken		二组	
科技	战争机器	henengken	3042	二组	
科技	勇度	henengken		二组	
格斗	毒液特工	henengken	2986	二组	
格斗	黑豹	henengken	3941	二组	
格斗	内战黑豹	henengken	4225	二组	
格斗	黑寡妇	henengken	5786	二组	
格斗	交叉骨	henengken	5353	二组	
格斗	夜魔侠	henengken	4028	二组	
格斗	非经典夜魔侠	henengken		二组	
格斗	艾丽卡	henengken	5836	二组	
格斗	猎鹰	henengken	3318	二组	
格斗	格纹死侍	henengken		二组	
格斗	鹰眼	henengken	3844	二组	
格斗	卡尔耐克	henengken		二组	
格斗	月光骑士	henengken	3480	二组	
格斗	惩罚者	henengken	3645	二组	
格斗	冬兵	henengken	4039	二组	
生化	恶煞	henengken	3099	二组	
生化	蚁人	henengken	3845	二组	
生化	美国队长	henengken	3976	二组	
生化	二战美队	henengken	5754	二组	
生化	电王	henengken	4489	二组	
生化	浩克	henengken	3121	二组	
生化	灰浩克	henengken	3149	二组	
生化	卢克凯奇	henengken	3097	二组	
生化	余波	henengken		二组	
生化	红浩克	henengken		二组	
生化	犀牛	henengken	3897	二组	
生化	女浩克	henengken	3140	二组	
生化	女蜘蛛	henengken	2862	二组	
生化	黑蜘蛛	henengken		二组	
生化	黄蜂	henengken	5907	二组	
生化	蜘蛛侠	henengken	2872	二组	
神秘	多满魔	henengken	1916	二组	
神秘	博士	henengken	4159	二组	
神秘	巫医	henengken		二组	
神秘	恶灵	henengken	3188	二组	
神秘	断头台	henengken	4382	二组	
神秘	hood	henengken		二组	
神秘	铁拳	henengken	4388	二组	
神秘	白铁拳	henengken		二组	
神秘	红坦克	henengken		二组	
神秘	洛基	henengken		二组	
神秘	魔术女	henengken	8318	二组	
神秘	莫度	henengken		二组	
神秘	女巫	henengken		二组	
神秘	女雷神	henengken	3343	二组	
神秘	无敌钢人	henengken	2744	二组	
变异	天使	henengken	5914	二组	
变异	蓝兽	henengken	2807	二组	
变异	电索	henengken	3032	二组	
变异	钢人	henengken	2647	二组	
变异	独眼龙	henengken	5517	二组	
变异	独眼龙90s	henengken	4120	二组	
变异	死侍	henengken		二组	
变异	x死侍	henengken	3260	二组	
变异	牌王	henengken		二组	
变异	冰人	henengken		二组	
变异	万磁王	henengken	4220	二组	
变异	白色万磁王	henengken		二组	
变异	夜行	henengken	6062	二组	
变异	灵蝶	henengken		二组	
变异	小淘气	henengken		二组	
变异	暴风	henengken	4231	二组	
变异	金刚狼	henengken	5050	二组	
变异	老年金刚狼	henengken		二组	
变异	x23	henengken	2903	二组	
宇宙	安吉拉	泰森		一组	
宇宙	黑蝠王	泰森	2735	一组	
宇宙	惊奇队长	泰森	3085	一组	
宇宙	杀戮	泰森		一组	
宇宙	德拉克斯	泰森	5727	一组	
宇宙	卡莫拉	泰森	3221	一组	
宇宙	格鲁特	泰森	3159	一组	
宇宙	超人	泰森	3002	一组	
宇宙	黑妹	泰森	3207	一组	
宇宙	king格鲁特	泰森	3159	一组	
宇宙	惊奇小姐	泰森	3169	一组	
宇宙	凤凰	泰森	6627	一组	
宇宙	罗南	泰森	5582	一组	
宇宙	共生体	泰森	3110	一组	
宇宙	究极钢铁侠	泰森	5746	一组	
宇宙	灭霸	泰森		一组	
宇宙	雷神	泰森	5951	一组	
宇宙	毒液	泰森	2997	一组	
宇宙	毒液死侍	泰森	5570	一组	
科技	内战勇士	泰森	6074	一组	
科技	霍华德	泰森	3428	一组	
科技	浩克毁灭者	泰森	5819	一组	
科技	钢铁侠	泰森	2791	一组	
科技	钢铁爱国者	泰森	3221	一组	
科技	康	泰森		一组	
科技	星云	泰森		一组	
科技	punisher2099	泰森	3991	一组	
科技	浣熊	泰森	6077	一组	
科技	科技蜘蛛	泰森		一组	
科技	星爵	泰森	5440	一组	
科技	影幻	泰森	5363	一组	
科技	奥创	泰森	5623	一组	
科技	漫幻	泰森	5767	一组	
科技	秃鹰	泰森		一组	
科技	战争机器	泰森	5424	一组	
科技	勇度	泰森		一组	
格斗	毒液特工	泰森	5939	一组	
格斗	黑豹	泰森	5555	一组	
格斗	内战黑豹	泰森	3327	一组	
格斗	黑寡妇	泰森	5756	一组	
格斗	交叉骨	泰森	3362	一组	
格斗	夜魔侠	泰森	5570	一组	
格斗	非经典夜魔侠	泰森	3083	一组	
格斗	艾丽卡	泰森	5880	一组	
格斗	猎鹰	泰森		一组	
格斗	格纹死侍	泰森	6091	一组	
格斗	鹰眼	泰森	5114	一组	
格斗	卡尔耐克	泰森	3174	一组	
格斗	月光骑士	泰森	3083	一组	
格斗	惩罚者	泰森	3018	一组	
格斗	冬兵	泰森	5356	一组	
生化	恶煞	泰森	3124	一组	
生化	蚁人	泰森	2889	一组	
生化	美国队长	泰森	5455	一组	
生化	二战美队	泰森		一组	
生化	电王	泰森	5941	一组	
生化	浩克	泰森	5347	一组	
生化	灰浩克	泰森	3153	一组	
生化	卢克凯奇	泰森	5377	一组	
生化	余波	泰森	6474	一组	
生化	红浩克	泰森	5883	一组	
生化	犀牛	泰森	5056	一组	
生化	女浩克	泰森	3090	一组	
生化	女蜘蛛	泰森	3070	一组	
生化	黑蜘蛛	泰森	2801	一组	
生化	黄蜂	泰森	3212	一组	
生化	蜘蛛侠	泰森	3082	一组	
神秘	多满魔	泰森	8694	一组	
神秘	博士	泰森	5656	一组	
神秘	巫医	泰森	3509	一组	
神秘	恶灵	泰森	4774	一组	
神秘	断头台	泰森	4397	一组	
神秘	hood	泰森	1596	一组	
神秘	铁拳	泰森	4706	一组	
神秘	白铁拳	泰森		一组	
神秘	红坦克	泰森	5864	一组	
神秘	洛基	泰森	3405	一组	
神秘	魔术女	泰森	8278	一组	
神秘	莫度	泰森	6880	一组	
神秘	女巫	泰森	5610	一组	
神秘	女雷神	泰森	3356	一组	
神秘	无敌钢人	泰森		一组	
变异	天使	泰森		一组	
变异	蓝兽	泰森	3243	一组	
变异	电索	泰森	3029	一组	
变异	钢人	泰森	2685	一组	
变异	独眼龙	泰森	5965	一组	
变异	独眼龙90s	泰森	3264	一组	
变异	死侍	泰森		一组	
变异	x死侍	泰森	3250	一组	
变异	牌王	泰森	3496	一组	
变异	冰人	泰森		一组	
变异	万磁王	泰森	6002	一组	
变异	白色万磁王	泰森	3264	一组	
变异	夜行	泰森		一组	
变异	灵蝶	泰森	6001	一组	
变异	小淘气	泰森	6017	一组	
变异	暴风	泰森	8433	一组	
变异	金刚狼	泰森	5166	一组	
变异	老年金刚狼	泰森	3126	一组	
变异	x23	泰森	2983	一组	
宇宙	安吉拉	冰冷		三组	
宇宙	黑蝠王	冰冷	3964	三组	
宇宙	惊奇队长	冰冷	5382	三组	
宇宙	杀戮	冰冷		三组	
宇宙	德拉克斯	冰冷	5368	三组	
宇宙	卡莫拉	冰冷	4149	三组	
宇宙	格鲁特	冰冷		三组	
宇宙	超人	冰冷		三组	
宇宙	黑妹	冰冷		三组	
宇宙	king格鲁特	冰冷		三组	
宇宙	惊奇小姐	冰冷		三组	
宇宙	凤凰	冰冷		三组	
宇宙	罗南	冰冷	5712	三组	
宇宙	共生体	冰冷	1577	三组	
宇宙	究极钢铁侠	冰冷		三组	
宇宙	灭霸	冰冷		三组	
宇宙	雷神	冰冷	5805	三组	
宇宙	毒液	冰冷	3879	三组	
宇宙	毒液死侍	冰冷		三组	
科技	内战勇士	冰冷	1494	三组	
科技	霍华德	冰冷		三组	
科技	浩克毁灭者	冰冷	3228	三组	
科技	钢铁侠	冰冷	7798	三组	
科技	钢铁爱国者	冰冷	3128	三组	
科技	康	冰冷		三组	
科技	星云	冰冷		三组	
科技	punisher2099	冰冷		三组	
科技	浣熊	冰冷	3284	三组	
科技	科技蜘蛛	冰冷		三组	
科技	星爵	冰冷	7803	三组	
科技	影幻	冰冷	3992	三组	
科技	奥创	冰冷	5632	三组	
科技	漫幻	冰冷		三组	
科技	秃鹰	冰冷		三组	
科技	战争机器	冰冷		三组	
科技	勇度	冰冷		三组	
科技	绿魔	冰冷		三组	
格斗	毒液特工	冰冷	2928	三组	
格斗	黑豹	冰冷	1494	三组	
格斗	内战黑豹	冰冷	5009	三组	
格斗	黑寡妇	冰冷	5638	三组	
格斗	交叉骨	冰冷		三组	
格斗	夜魔侠	冰冷	5313	三组	
格斗	非经典夜魔侠	冰冷	1419	三组	
格斗	艾丽卡	冰冷		三组	
格斗	猎鹰	冰冷	1508	三组	
格斗	格纹死侍	冰冷		三组	
格斗	鹰眼	冰冷	3438	三组	
格斗	卡尔耐克	冰冷	6046	三组	
格斗	月光骑士	冰冷	2164	三组	
格斗	惩罚者	冰冷		三组	
格斗	冬兵	冰冷	5673	三组	
生化	恶煞	冰冷	1369	三组	
生化	蚁人	冰冷	3794	三组	
生化	美国队长	冰冷	3979	三组	
生化	二战美队	冰冷	4122	三组	
生化	电王	冰冷		三组	
生化	浩克	冰冷	3772	三组	
生化	灰浩克	冰冷		三组	
生化	卢克凯奇	冰冷	1551	三组	
生化	余波	冰冷	6308	三组	
生化	红浩克	冰冷		三组	
生化	犀牛	冰冷		三组	
生化	女浩克	冰冷	1585	三组	
生化	女蜘蛛	冰冷		三组	
生化	黑蜘蛛	冰冷	5478	三组	
生化	黄蜂	冰冷	2228	三组	
生化	蜘蛛侠	冰冷	3760	三组	
神秘	多满魔	冰冷		三组	
神秘	博士	冰冷	5285	三组	
神秘	巫医	冰冷	6396	三组	
神秘	恶灵	冰冷		三组	
神秘	断头台	冰冷	4000	三组	
神秘	hood	冰冷		三组	
神秘	铁拳	冰冷	4358	三组	
神秘	白铁拳	冰冷		三组	
神秘	红坦克	冰冷	3854	三组	
神秘	洛基	冰冷	3481	三组	
神秘	魔术女	冰冷	5556	三组	
神秘	莫度	冰冷	6528	三组	
神秘	女巫	冰冷	5357	三组	
神秘	女雷神	冰冷	1503	三组	
神秘	无敌钢人	冰冷	3855	三组	
变异	天使	冰冷		三组	
变异	蓝兽	冰冷		三组	
变异	电索	冰冷	5743	三组	
变异	钢人	冰冷	5417	三组	
变异	独眼龙	冰冷	2912	三组	
变异	独眼龙90s	冰冷	2864	三组	
变异	死侍	冰冷		三组	
变异	x死侍	冰冷	5737	三组	
变异	牌王	冰冷	5248	三组	
变异	冰人	冰冷		三组	
变异	万磁王	冰冷		三组	
变异	白色万磁王	冰冷	3112	三组	
变异	夜行	冰冷	5223	三组	
变异	灵蝶	冰冷		三组	
变异	小淘气	冰冷		三组	
变异	暴风	冰冷	4068	三组	
变异	金刚狼	冰冷	5007	三组	
变异	老年金刚狼	冰冷	1490	三组	
变异	x23	冰冷		三组	
宇宙	安吉拉	wardzhao		三组	
宇宙	黑蝠王	wardzhao	3928	三组	
宇宙	惊奇队长	wardzhao		三组	
宇宙	杀戮	wardzhao		三组	
宇宙	德拉克斯	wardzhao	5157	三组	
宇宙	卡莫拉	wardzhao	2708	三组	
宇宙	格鲁特	wardzhao		三组	
宇宙	超人	wardzhao	5731	三组	
宇宙	黑妹	wardzhao	3110	三组	
宇宙	king格鲁特	wardzhao		三组	
宇宙	惊奇小姐	wardzhao	3950	三组	
宇宙	凤凰	wardzhao	3106	三组	
宇宙	罗南	wardzhao	2551	三组	
宇宙	共生体	wardzhao	4750	三组	
宇宙	究极钢铁侠	wardzhao	4177	三组	
宇宙	灭霸	wardzhao		三组	
宇宙	雷神	wardzhao		三组	
宇宙	毒液	wardzhao	2646	三组	
宇宙	毒液死侍	wardzhao	5513	三组	
科技	内战勇士	wardzhao	2889	三组	
科技	霍华德	wardzhao	1733	三组	
科技	浩克毁灭者	wardzhao	2865	三组	
科技	钢铁侠	wardzhao	5803	三组	
科技	钢铁爱国者	wardzhao	2779	三组	
科技	康	wardzhao		三组	
科技	星云	wardzhao		三组	
科技	punisher2099	wardzhao		三组	
科技	浣熊	wardzhao	3284	三组	
科技	科技蜘蛛	wardzhao		三组	
科技	星爵	wardzhao	3022	三组	
科技	影幻	wardzhao		三组	
科技	奥创	wardzhao		三组	
科技	漫幻	wardzhao		三组	
科技	秃鹰	wardzhao		三组	
科技	战争机器	wardzhao	2710	三组	
科技	勇度	wardzhao		三组	
格斗	毒液特工	wardzhao	3925	三组	
格斗	黑豹	wardzhao	2709	三组	
格斗	内战黑豹	wardzhao	4005	三组	
格斗	黑寡妇	wardzhao		三组	
格斗	交叉骨	wardzhao		三组	
格斗	夜魔侠	wardzhao	3021	三组	
格斗	非经典夜魔侠	wardzhao		三组	
格斗	艾丽卡	wardzhao	2785	三组	
格斗	猎鹰	wardzhao	1200	三组	
格斗	格纹死侍	wardzhao		三组	
格斗	鹰眼	wardzhao	3806	三组	
格斗	卡尔耐克	wardzhao	6051	三组	
格斗	月光骑士	wardzhao	3694	三组	
格斗	惩罚者	wardzhao	2685	三组	
格斗	冬兵	wardzhao		三组	
生化	恶煞	wardzhao		三组	
生化	蚁人	wardzhao		三组	
生化	美国队长	wardzhao	4008	三组	
生化	二战美队	wardzhao	3180	三组	
生化	电王	wardzhao	2745	三组	
生化	浩克	wardzhao		三组	
生化	灰浩克	wardzhao	2747	三组	
生化	卢克凯奇	wardzhao	5347	三组	
生化	余波	wardzhao	3047	三组	
生化	红浩克	wardzhao		三组	
生化	犀牛	wardzhao	4966	三组	
生化	女浩克	wardzhao	2718	三组	
生化	女蜘蛛	wardzhao		三组	
生化	黑蜘蛛	wardzhao		三组	
生化	黄蜂	wardzhao	2768	三组	
生化	蜘蛛侠	wardzhao	3911	三组	
神秘	多满魔	wardzhao	3681	三组	
神秘	博士	wardzhao		三组	
神秘	巫医	wardzhao	3030	三组	
神秘	恶灵	wardzhao	3983	三组	
神秘	断头台	wardzhao	4075	三组	
神秘	hood	wardzhao		三组	
神秘	铁拳	wardzhao	3157	三组	
神秘	白铁拳	wardzhao		三组	
神秘	红坦克	wardzhao	4068	三组	
神秘	洛基	wardzhao	4535	三组	
神秘	魔术女	wardzhao	5478	三组	
神秘	莫度	wardzhao		三组	
神秘	女巫	wardzhao	5245	三组	
神秘	女雷神	wardzhao	3168	三组	
神秘	无敌钢人	wardzhao	6783	三组	
变异	天使	wardzhao	1121	三组	
变异	蓝兽	wardzhao	3232	三组	
变异	电索	wardzhao	1512	三组	
变异	钢人	wardzhao		三组	
变异	独眼龙	wardzhao	3544	三组	
变异	独眼龙90s	wardzhao	1420	三组	
变异	死侍	wardzhao		三组	
变异	x死侍	wardzhao	3153	三组	
变异	牌王	wardzhao	1536	三组	
变异	冰人	wardzhao		三组	
变异	万磁王	wardzhao	3616	三组	
变异	白色万磁王	wardzhao	3087	三组	
变异	夜行	wardzhao	4105	三组	
变异	灵蝶	wardzhao	2965	三组	
变异	小淘气	wardzhao	3333	三组	
变异	暴风	wardzhao	3762	三组	
变异	金刚狼	wardzhao		三组	
变异	老年金刚狼	wardzhao	1083	三组	
变异	x23	wardzhao	5433	三组	
宇宙	安吉拉	哎呦喂	3011	二组	
宇宙	黑蝠王	哎呦喂		二组	
宇宙	惊奇队长	哎呦喂	3059	二组	
宇宙	杀戮	哎呦喂		二组	
宇宙	德拉克斯	哎呦喂	3123	二组	
宇宙	卡莫拉	哎呦喂	3112	二组	
宇宙	格鲁特	哎呦喂	3074	二组	
宇宙	超人	哎呦喂	5843	二组	
宇宙	黑妹	哎呦喂	3142	二组	
宇宙	king格鲁特	哎呦喂		二组	
宇宙	惊奇小姐	哎呦喂	5413	二组	
宇宙	凤凰	哎呦喂	6506	二组	
宇宙	罗南	哎呦喂	2859	二组	
宇宙	共生体	哎呦喂	3048	二组	
宇宙	究极钢铁侠	哎呦喂	5703	二组	
宇宙	灭霸	哎呦喂		二组	
宇宙	雷神	哎呦喂	5872	二组	
宇宙	毒液	哎呦喂	1365	二组	
宇宙	毒液死侍	哎呦喂	2962	二组	
科技	内战勇士	哎呦喂	5736	二组	
科技	霍华德	哎呦喂	5973	二组	
科技	浩克毁灭者	哎呦喂	3291	二组	
科技	钢铁侠	哎呦喂	3017	二组	
科技	钢铁爱国者	哎呦喂	3096	二组	
科技	康	哎呦喂		二组	
科技	星云	哎呦喂	5969	二组	
科技	punisher2099	哎呦喂		二组	
科技	浣熊	哎呦喂	2914	二组	
科技	科技蜘蛛	哎呦喂		二组	
科技	星爵	哎呦喂	3046	二组	
科技	影幻	哎呦喂	3577	二组	
科技	奥创	哎呦喂	5631	二组	
科技	漫幻	哎呦喂		二组	
科技	秃鹰	哎呦喂		二组	
科技	战争机器	哎呦喂	3045	二组	
科技	勇度	哎呦喂		二组	
格斗	毒液特工	哎呦喂		二组	
格斗	黑豹	哎呦喂		二组	
格斗	内战黑豹	哎呦喂	5559	二组	
格斗	黑寡妇	哎呦喂	5686	二组	
格斗	交叉骨	哎呦喂	2906	二组	
格斗	夜魔侠	哎呦喂		二组	
格斗	非经典夜魔侠	哎呦喂	3008	二组	
格斗	艾丽卡	哎呦喂	2874	二组	
格斗	猎鹰	哎呦喂		二组	
格斗	格纹死侍	哎呦喂		二组	
格斗	鹰眼	哎呦喂	5221	二组	
格斗	卡尔耐克	哎呦喂	3496	二组	
格斗	月光骑士	哎呦喂	5214	二组	
格斗	惩罚者	哎呦喂	2747	二组	
格斗	冬兵	哎呦喂	2997	二组	
生化	恶煞	哎呦喂	3130	二组	
生化	蚁人	哎呦喂	2934	二组	
生化	美国队长	哎呦喂	3011	二组	
生化	二战美队	哎呦喂	5749	二组	
生化	电王	哎呦喂	3243	二组	
生化	浩克	哎呦喂	5385	二组	
生化	灰浩克	哎呦喂	3122	二组	
生化	卢克凯奇	哎呦喂	3045	二组	
生化	余波	哎呦喂		二组	
生化	红浩克	哎呦喂	2951	二组	
生化	犀牛	哎呦喂	5394	二组	
生化	女浩克	哎呦喂	2764	二组	
生化	女蜘蛛	哎呦喂	2755	二组	
生化	黑蜘蛛	哎呦喂	3158	二组	
生化	黄蜂	哎呦喂	5509	二组	
生化	蜘蛛侠	哎呦喂	5292	二组	
神秘	多满魔	哎呦喂	3817	二组	
神秘	博士	哎呦喂	4218	二组	
神秘	巫医	哎呦喂	6552	二组	
神秘	恶灵	哎呦喂	3652	二组	
神秘	断头台	哎呦喂	3353	二组	
神秘	hood	哎呦喂	3526	二组	
神秘	铁拳	哎呦喂	3409	二组	
神秘	白铁拳	哎呦喂		二组	
神秘	红坦克	哎呦喂	5335	二组	
神秘	洛基	哎呦喂	1671	二组	
神秘	魔术女	哎呦喂	5685	二组	
神秘	莫度	哎呦喂		二组	
神秘	女巫	哎呦喂	5535	二组	
神秘	女雷神	哎呦喂	3278	二组	
神秘	无敌钢人	哎呦喂		二组	
变异	天使	哎呦喂		二组	
变异	蓝兽	哎呦喂		二组	
变异	电索	哎呦喂	3922	二组	
变异	钢人	哎呦喂	3108	二组	
变异	独眼龙	哎呦喂	3102	二组	
变异	独眼龙90s	哎呦喂	5420	二组	
变异	死侍	哎呦喂		二组	
变异	x死侍	哎呦喂	3224	二组	
变异	牌王	哎呦喂	3378	二组	
变异	冰人	哎呦喂		二组	
变异	万磁王	哎呦喂	6400	二组	
变异	白色万磁王	哎呦喂	2288	二组	
变异	夜行	哎呦喂	5263	二组	
变异	灵蝶	哎呦喂		二组	
变异	小淘气	哎呦喂		二组	
变异	暴风	哎呦喂	5969	二组	
变异	金刚狼	哎呦喂	5110	二组	
变异	老年金刚狼	哎呦喂	2248	二组	
变异	x23	哎呦喂		二组	
宇宙	安吉拉	冰鱼		二组	
宇宙	黑蝠王	冰鱼	3090	二组	
宇宙	惊奇队长	冰鱼	1533	二组	
宇宙	杀戮	冰鱼	3161	二组	
宇宙	德拉克斯	冰鱼	3113	二组	
宇宙	卡莫拉	冰鱼	3221	二组	
宇宙	格鲁特	冰鱼		二组	
宇宙	超人	冰鱼	3878	二组	
宇宙	黑妹	冰鱼	3271	二组	
宇宙	king格鲁特	冰鱼		二组	
宇宙	惊奇小姐	冰鱼		二组	
宇宙	凤凰	冰鱼	3754	二组	
宇宙	罗南	冰鱼	1378	二组	
宇宙	共生体	冰鱼	3152	二组	
宇宙	究极钢铁侠	冰鱼		二组	
宇宙	灭霸	冰鱼		二组	
宇宙	雷神	冰鱼		二组	
宇宙	毒液	冰鱼	1403	二组	
宇宙	毒液死侍	冰鱼	3052	二组	
科技	内战勇士	冰鱼		二组	
科技	霍华德	冰鱼	3480	二组	
科技	浩克毁灭者	冰鱼	2991	二组	
科技	钢铁侠	冰鱼		二组	
科技	钢铁爱国者	冰鱼	2936	二组	
科技	康	冰鱼		二组	
科技	星云	冰鱼		二组	
科技	punisher2099	冰鱼		二组	
科技	浣熊	冰鱼	3568	二组	
科技	科技蜘蛛	冰鱼		二组	
科技	星爵	冰鱼		二组	
科技	影幻	冰鱼	4040	二组	
科技	奥创	冰鱼	3739	二组	
科技	漫幻	冰鱼		二组	
科技	秃鹰	冰鱼		二组	
科技	战争机器	冰鱼	3080	二组	
科技	勇度	冰鱼		二组	
格斗	毒液特工	冰鱼	3049	二组	
格斗	黑豹	冰鱼	2724	二组	
格斗	内战黑豹	冰鱼		二组	
格斗	黑寡妇	冰鱼		二组	
格斗	交叉骨	冰鱼		二组	
格斗	夜魔侠	冰鱼	2826	二组	
格斗	非经典夜魔侠	冰鱼		二组	
格斗	艾丽卡	冰鱼	3320	二组	
格斗	猎鹰	冰鱼	3057	二组	
格斗	格纹死侍	冰鱼		二组	
格斗	鹰眼	冰鱼	3565	二组	
格斗	卡尔耐克	冰鱼	3670	二组	
格斗	月光骑士	冰鱼	2779	二组	
格斗	惩罚者	冰鱼	1465	二组	
格斗	冬兵	冰鱼		二组	
生化	恶煞	冰鱼	2819	二组	
生化	蚁人	冰鱼		二组	
生化	美国队长	冰鱼	3024	二组	
生化	二战美队	冰鱼	4312	二组	
生化	电王	冰鱼		二组	
生化	浩克	冰鱼	3131	二组	
生化	灰浩克	冰鱼	2853	二组	
生化	卢克凯奇	冰鱼	3060	二组	
生化	余波	冰鱼	6485	二组	
生化	红浩克	冰鱼	3208	二组	
生化	犀牛	冰鱼	2666	二组	
生化	女浩克	冰鱼	3150	二组	
生化	女蜘蛛	冰鱼		二组	
生化	黑蜘蛛	冰鱼		二组	
生化	黄蜂	冰鱼	4037	二组	
生化	蜘蛛侠	冰鱼	4126	二组	
神秘	多满魔	冰鱼		二组	
神秘	博士	冰鱼		二组	
神秘	巫医	冰鱼		二组	
神秘	恶灵	冰鱼		二组	
神秘	断头台	冰鱼	4284	二组	
神秘	hood	冰鱼		二组	
神秘	铁拳	冰鱼	4604	二组	
神秘	白铁拳	冰鱼		二组	
神秘	红坦克	冰鱼	3771	二组	
神秘	洛基	冰鱼		二组	
神秘	魔术女	冰鱼		二组	
神秘	莫度	冰鱼		二组	
神秘	女巫	冰鱼		二组	
神秘	女雷神	冰鱼	2995	二组	
神秘	无敌钢人	冰鱼		二组	
变异	天使	冰鱼	4151	二组	
变异	蓝兽	冰鱼		二组	
变异	电索	冰鱼	3092	二组	
变异	钢人	冰鱼	2693	二组	
变异	独眼龙	冰鱼	1473	二组	
变异	独眼龙90s	冰鱼	2911	二组	
变异	死侍	冰鱼		二组	
变异	x死侍	冰鱼	2960	二组	
变异	牌王	冰鱼	3145	二组	
变异	冰人	冰鱼		二组	
变异	万磁王	冰鱼	3155	二组	
变异	白色万磁王	冰鱼	1552	二组	
变异	夜行	冰鱼	4552	二组	
变异	灵蝶	冰鱼	3569	二组	
变异	小淘气	冰鱼	4119	二组	
变异	暴风	冰鱼	4169	二组	
变异	金刚狼	冰鱼		二组	
变异	老年金刚狼	冰鱼	3197	二组	
变异	x23	冰鱼		二组	
宇宙	安吉拉	刘胖	5795	二组	
宇宙	黑蝠王	刘胖	1592	二组	
宇宙	惊奇队长	刘胖	1540	二组	
宇宙	杀戮	刘胖		二组	
宇宙	德拉克斯	刘胖	3133	二组	
宇宙	卡莫拉	刘胖	3263	二组	
宇宙	格鲁特	刘胖	3100	二组	
宇宙	超人	刘胖		二组	
宇宙	黑妹	刘胖	1681	二组	
宇宙	king格鲁特	刘胖		二组	
宇宙	惊奇小姐	刘胖	5432	二组	
宇宙	凤凰	刘胖		二组	
宇宙	罗南	刘胖	1350	二组	
宇宙	共生体	刘胖	2985	二组	
宇宙	究极钢铁侠	刘胖	1658	二组	
宇宙	灭霸	刘胖		二组	
宇宙	雷神	刘胖	5837	二组	
